user_id,item_id,purchase_count,total_spent,num_clicks,num_views,interaction_score
user_82,item_2,0.0,0.0,0.0,1.0,0.1
user_82,item_20,1.0,183.22,0.0,0.0,1.0
user_83,item_16,0.0,0.0,0.0,0.0,0.0
user_83,item_18,1.0,161.99,0.0,0.0,1.0
user_83,item_4,1.0,83.0,0.0,0.0,1.0
user_83,item_9,0.0,0.0,1.0,0.0,0.2
user_84,item_11,0.0,0.0,1.0,0.0,0.2
user_84,item_19,0.0,0.0,1.0,0.0,0.2
user_84,item_4,0.0,0.0,1.0,0.0,0.2
user_86,item_2,1.0,107.01,0.0,0.0,1.0
user_86,item_3,0.0,0.0,0.0,1.0,0.1
user_86,item_6,0.0,0.0,0.0,2.0,0.2
user_87,item_16,1.0,84.93,0.0,0.0,1.0
user_87,item_6,0.0,0.0,0.0,1.0,0.1
user_87,item_7,1.0,38.27,0.0,0.0,1.0
user_88,item_16,0.0,0.0,0.0,1.0,0.1
user_88,item_4,1.0,89.91,0.0,0.0,1.0
user_88,item_8,0.0,0.0,0.0,0.0,0.0
user_89,item_12,2.0,82.58,0.0,0.0,2.0
user_89,item_14,0.0,0.0,1.0,1.0,0.30000000000000004
user_89,item_15,0.0,0.0,0.0,0.0,0.0
user_89,item_20,0.0,0.0,0.0,0.0,0.0
user_9,item_2,0.0,0.0,0.0,1.0,0.1
user_9,item_6,0.0,0.0,1.0,0.0,0.2
user_90,item_1,0.0,0.0,0.0,1.0,0.1
user_90,item_4,0.0,0.0,1.0,0.0,0.2
user_91,item_7,1.0,15.42,0.0,0.0,1.0
user_92,item_1,0.0,0.0,0.0,0.0,0.0
user_92,item_6,0.0,0.0,1.0,0.0,0.2
user_93,item_14,0.0,0.0,0.0,1.0,0.1
user_93,item_20,0.0,0.0,0.0,1.0,0.1
user_93,item_3,0.0,0.0,0.0,1.0,0.1
user_93,item_6,1.0,70.97,0.0,0.0,1.0
user_94,item_17,0.0,0.0,1.0,0.0,0.2
user_94,item_18,0.0,0.0,1.0,0.0,0.2
user_95,item_1,0.0,0.0,0.0,1.0,0.1
user_95,item_13,1.0,64.93,0.0,0.0,1.0
user_95,item_15,0.0,0.0,0.0,0.0,0.0
user_95,item_2,0.0,0.0,0.0,0.0,0.0
user_95,item_5,0.0,0.0,0.0,1.0,0.1
user_96,item_14,0.0,0.0,1.0,0.0,0.2
user_96,item_18,0.0,0.0,1.0,0.0,0.2
user_96,item_2,1.0,186.36,0.0,0.0,1.0
user_96,item_20,1.0,115.52,0.0,0.0,1.0
user_96,item_3,1.0,68.24,0.0,0.0,1.0
user_97,item_7,0.0,0.0,0.0,1.0,0.1
user_98,item_10,0.0,0.0,0.0,1.0,0.1
user_98,item_13,1.0,161.71,0.0,0.0,1.0
user_98,item_20,0.0,0.0,1.0,0.0,0.2
user_98,item_3,1.0,184.11,0.0,0.0,1.0
user_98,item_7,0.0,0.0,0.0,1.0,0.1
user_98,item_9,0.0,0.0,0.0,1.0,0.1
user_99,item_11,1.0,177.37,0.0,0.0,1.0
user_99,item_19,1.0,183.84,0.0,0.0,1.0
user_99,item_6,0.0,0.0,1.0,0.0,0.2
